date,day_of_week,root_cause,scheduled_hours,downtime_hours,runtime_hours,throughput_kg_per_hr,planned_input_kg,actual_input_kg,expected_output_kg,net_good_output_kg,rejected_kg,process_yield_pct,target_achievement_pct,downtime_pct,rejection_pct,energy_consumed_kwh,energy_intensity_kwh_per_kg,revenue_inr,total_cost_inr,daily_profit_inr,waste_loss_inr,downtime_opportunity_loss_inr
2026-08-01,Saturday,Calibration Error,16.0,0.77,15.23,61.2,960.6,932.2,845.3,691.6,50.4,79.6,81.8,4.8,6.8,200.9,0.29,44953.91,45659.84,-705.93,3276.0,1624.48
2026-08-02,Sunday,Equipment Breakdown,8.0,6.84,1.16,60.2,480.2,69.9,422.6,60.6,1.9,89.4,14.3,85.5,3.04,66.3,1.094,3938.39,8431.76,-4493.37,123.5,23469.16
2026-08-03,Monday,Normal Operation,16.0,0.52,15.48,59.5,960.2,921.2,845.0,782.9,6.4,85.7,92.7,3.3,0.81,202.8,0.259,50889.44,45210.81,5678.63,416.0,2230.8
2026-08-04,Tuesday,Normal Operation,16.0,0.55,15.45,61.8,960.1,954.4,844.9,836.7,14.3,89.2,99.0,3.4,1.68,202.6,0.242,54382.76,46605.45,7777.31,929.5,326.04
2026-08-05,Wednesday,Calibration Error,16.0,0.27,15.73,60.8,960.0,956.2,844.8,716.5,40.3,79.1,84.8,1.7,5.32,204.8,0.286,46573.22,46695.33,-122.11,2619.5,217.36
2026-08-06,Thursday,Equipment Breakdown,16.0,8.17,7.83,61.8,960.0,483.9,844.8,422.1,5.4,88.3,50.0,51.0,1.26,151.7,0.359,27434.43,26462.68,971.75,351.0,27232.92
2026-08-07,Friday,Normal Operation,16.0,0.67,15.33,64.4,960.0,987.2,844.8,835.0,22.2,86.8,98.8,4.2,2.58,201.6,0.241,54274.53,47975.72,6298.82,1443.0,0.0
2026-08-08,Saturday,Normal Operation,16.0,0.34,15.66,63.4,960.1,993.0,844.9,865.7,6.5,87.8,102.5,2.1,0.75,204.3,0.236,56269.12,48237.24,8031.88,422.5,0.0
2026-08-09,Sunday,Normal Operation,8.0,0.67,7.33,64.6,480.1,473.3,422.5,406.5,4.1,86.8,96.2,8.4,1.0,105.6,0.26,26424.29,25670.69,753.6,266.5,388.96
2026-08-10,Monday,Normal Operation,16.0,0.72,15.28,65.1,960.4,994.1,845.1,868.0,7.6,88.1,102.7,4.5,0.87,201.2,0.232,56418.69,48260.23,8158.46,494.0,0.0
2026-08-11,Tuesday,Normal Operation,16.0,0.4,15.6,63.3,960.6,988.0,845.3,869.1,16.1,89.6,102.8,2.5,1.82,203.8,0.234,56493.82,48024.57,8469.25,1046.5,0.0
2026-08-12,Wednesday,Normal Operation,16.0,0.24,15.76,59.5,960.9,938.4,845.6,820.2,17.5,89.3,97.0,1.5,2.09,205.1,0.25,53315.33,45949.11,7366.22,1137.5,1287.0
2026-08-13,Thursday,Normal Operation,16.0,2.11,13.89,60.5,961.2,840.0,845.8,727.0,7.3,87.4,86.0,13.2,0.99,200.2,0.275,47257.24,41779.79,5477.45,474.5,6932.64
2026-08-14,Friday,Calibration Error,16.0,1.04,14.96,60.8,961.5,909.1,846.2,765.5,39.7,88.6,90.5,6.5,4.93,198.7,0.26,49757.16,44671.09,5086.07,2580.5,2997.28
2026-08-15,Saturday,Normal Operation,16.0,0.73,15.27,61.3,962.0,935.2,846.5,823.6,8.2,88.9,97.3,4.6,0.99,201.1,0.244,53537.15,45787.28,7749.87,533.0,1532.96
2026-08-16,Sunday,Normal Operation,8.0,0.69,7.31,60.0,481.2,438.6,423.5,382.7,3.3,88.0,90.4,8.7,0.85,105.4,0.275,24873.15,24210.66,662.49,214.5,2436.72
2026-08-17,Monday,Equipment Breakdown,16.0,2.94,13.06,62.5,962.9,816.1,847.4,686.3,18.2,86.3,81.0,18.4,2.59,193.5,0.282,44611.26,40728.84,3882.42,1183.0,8396.96
2026-08-18,Tuesday,Normal Operation,16.0,1.95,14.05,63.1,963.5,886.9,847.8,772.3,8.7,88.1,91.1,12.2,1.11,201.4,0.261,50196.82,43760.24,6436.58,565.5,4381.52
2026-08-19,Wednesday,Equipment Breakdown,16.0,4.35,11.65,61.9,964.0,721.6,848.4,631.2,13.1,89.3,74.4,27.2,2.03,182.2,0.289,41028.98,36674.68,4354.3,851.5,13865.28
2026-08-20,Thursday,Calibration Error,16.0,0.58,15.42,62.2,964.7,959.6,848.9,765.7,37.5,83.7,90.2,3.6,4.66,202.3,0.264,49773.25,46820.34,2952.91,2437.5,291.72
2026-08-21,Friday,Calibration Error,16.0,2.13,13.87,59.5,965.4,824.8,849.5,707.8,24.3,88.8,83.3,13.3,3.32,190.0,0.268,46004.01,41066.47,4937.54,1579.5,8042.32
2026-08-22,Saturday,Normal Operation,16.0,0.37,15.63,63.0,966.1,985.5,850.1,861.2,15.2,88.9,101.3,2.3,1.73,204.0,0.237,55977.27,47919.49,8057.78,988.0,0.0
2026-08-23,Sunday,Normal Operation,8.0,0.32,7.68,61.4,483.4,471.2,425.4,402.2,5.5,86.5,94.6,4.0,1.35,118.4,0.294,26146.2,25677.19,469.0,357.5,697.84
2026-08-24,Monday,Normal Operation,16.0,0.43,15.57,62.3,967.6,970.0,851.5,835.2,16.6,87.8,98.1,2.7,1.95,203.6,0.244,54286.19,47267.84,7018.35,1079.0,0.0
2026-08-25,Tuesday,Normal Operation,16.0,0.38,15.62,62.4,968.5,975.4,852.3,869.7,6.8,89.9,102.0,2.4,0.78,204.0,0.235,56532.2,47494.94,9037.26,442.0,0.0
2026-08-26,Wednesday,Normal Operation,16.0,0.6,15.4,62.6,969.4,963.4,853.0,820.3,17.4,87.0,96.2,3.7,2.08,202.2,0.246,53322.28,46979.63,6342.65,1131.0,343.2
2026-08-27,Thursday,Normal Operation,16.0,0.42,15.58,61.8,970.3,962.2,853.8,841.1,11.0,88.6,98.5,2.6,1.29,203.6,0.242,54671.3,46938.0,7733.3,715.0,463.32
2026-08-28,Friday,Normal Operation,16.0,0.56,15.44,60.3,971.2,931.0,854.7,789.8,18.6,86.8,92.4,3.5,2.3,202.5,0.256,51340.16,45618.81,5721.35,1209.0,2299.44
2026-08-29,Saturday,Normal Operation,16.0,0.85,15.15,62.7,972.2,950.3,855.5,801.3,13.2,85.7,93.7,5.3,1.63,200.2,0.25,52084.27,46415.39,5668.88,858.0,1252.68
2026-08-30,Sunday,Normal Operation,8.0,0.03,7.97,62.4,486.6,497.4,428.2,428.3,5.9,87.3,100.0,0.4,1.36,110.8,0.259,27839.72,26720.02,1119.7,383.5,0.0
2026-08-31,Monday,Normal Operation,16.0,0.65,15.35,62.5,974.3,959.4,857.4,836.5,12.9,88.5,97.6,4.1,1.52,201.8,0.241,54375.43,46810.25,7565.18,838.5,852.28
2026-09-01,Tuesday,Normal Operation,16.0,0.28,15.72,61.5,975.4,966.8,858.3,847.3,9.0,88.6,98.7,1.8,1.05,204.8,0.242,55075.09,47140.77,7934.32,585.0,491.92
2026-09-02,Wednesday,Normal Operation,16.0,0.49,15.51,60.5,976.5,939.1,859.3,822.6,17.7,89.5,95.7,3.0,2.11,203.1,0.247,53469.0,45966.13,7502.87,1150.5,2139.28
2026-09-03,Thursday,Normal Operation,16.0,0.29,15.71,58.6,977.6,920.4,860.3,773.7,16.2,85.8,89.9,1.8,2.05,204.7,0.265,50292.61,45190.9,5101.71,1053.0,3271.84
2026-09-04,Friday,Calibration Error,16.0,0.65,15.35,59.4,978.8,912.8,861.3,681.5,50.1,80.1,79.1,4.0,6.85,201.8,0.296,44294.42,44849.34,-554.91,3256.5,3775.2
2026-09-05,Saturday,Equipment Breakdown,16.0,2.74,13.26,68.1,980.0,902.8,862.4,783.1,10.3,87.9,90.8,17.2,1.3,195.0,0.249,50898.92,44379.99,6518.93,669.5,4415.84
2026-09-06,Sunday,Equipment Breakdown,8.0,1.66,6.34,63.7,490.6,404.1,431.7,340.6,9.2,86.6,78.9,20.7,2.63,97.7,0.287,22139.45,22706.57,-567.12,598.0,4947.8
2026-09-07,Monday,Calibration Error,16.0,0.54,15.46,62.6,982.5,967.6,864.6,728.4,51.5,80.6,84.2,3.4,6.6,202.7,0.278,47343.41,47158.73,184.69,3347.5,852.28
2026-09-08,Tuesday,Normal Operation,16.0,0.42,15.58,67.4,983.7,1051.0,865.7,913.9,11.8,88.1,105.6,2.6,1.27,203.7,0.223,59404.1,50668.25,8735.85,767.0,0.0
2026-09-09,Wednesday,Calibration Error,16.0,1.72,14.28,64.3,985.0,918.0,866.8,735.4,25.6,82.9,84.8,10.7,3.36,193.3,0.263,47803.09,45005.93,2797.15,1664.0,3832.4
2026-09-10,Thursday,Normal Operation,16.0,0.54,15.46,62.9,986.3,972.8,868.0,839.9,6.2,87.0,96.8,3.4,0.73,202.7,0.241,54592.51,47376.64,7215.87,403.0,772.2
2026-09-11,Friday,Normal Operation,16.0,0.53,15.47,63.9,987.6,987.9,869.1,878.2,4.4,89.3,101.0,3.3,0.5,202.7,0.231,57080.83,48010.87,9069.96,286.0,0.0
2026-09-12,Saturday,Normal Operation,16.0,0.5,15.5,61.6,989.0,954.1,870.3,832.1,7.6,88.0,95.6,3.1,0.91,203.0,0.244,54088.29,46596.16,7492.13,494.0,1996.28
2026-09-13,Sunday,Normal Operation,8.0,0.0,8.0,64.8,495.2,518.3,435.7,449.2,10.2,88.6,103.1,0.0,2.22,111.0,0.247,29196.5,27602.83,1593.67,663.0,0.0
2026-09-14,Monday,Normal Operation,16.0,1.14,14.86,65.8,991.7,977.5,872.7,830.7,6.9,85.7,95.2,7.1,0.82,207.9,0.25,53993.16,47614.86,6378.3,448.5,812.24
2026-09-15,Tuesday,Normal Operation,16.0,0.77,15.23,61.0,993.1,929.0,873.9,808.5,10.8,88.2,92.5,4.8,1.32,200.8,0.248,52550.89,45523.7,7027.19,702.0,3666.52
2026-09-16,Wednesday,Normal Operation,16.0,0.3,15.7,63.5,994.4,996.9,875.1,878.0,12.5,89.3,100.3,1.9,1.4,204.6,0.233,57069.17,48403.78,8665.39,812.5,0.0
2026-09-17,Thursday,Normal Operation,16.0,0.96,15.04,63.0,995.8,947.1,876.3,816.6,16.8,88.0,93.2,6.0,2.02,199.3,0.244,53082.12,46273.04,6809.08,1092.0,2785.64
2026-09-18,Friday,Normal Operation,16.0,0.34,15.66,60.5,997.2,947.4,877.5,834.1,17.8,89.9,95.0,2.1,2.09,204.3,0.245,54214.97,46323.09,7891.88,1157.0,2848.56
2026-09-19,Saturday,Equipment Breakdown,16.0,4.63,11.37,60.2,998.6,684.4,878.8,578.8,11.7,86.3,65.9,29.0,1.98,179.9,0.311,37619.79,35093.22,2526.57,760.5,17972.24
